"8th Grade Standardized Test Score","10th Grade GPA","8th Grade GPA","Income ($)","ParentEducation","Region","FeelGood","ChanceLuckImportant","DoThingsAsWellAsOthers","Misbehaving","ChatAboutActivities"
46.02250003814697,2.125,2.5,10,1,3,3,4,3,0,1
47.96250057220459,2.625,3.3,11,1,3,1,3,2,0,3
63.21249866485596,4,4,12,1,3,1,3,1,0,3
50.239999771118164,2.125,3.8,10,2,3,2,4,2,0,2
60.3100004196167,4,4,9,1,3,2,3,2,0,3
58.34499931335449,4,4,12,1,3,1,3,1,0,1
39.10499954223633,2.625,2.8,11,1,3,1,1,1,0,1
39.40500068664551,1.875,1.8,11,1,3,2,2,2,0,2
57.79999923706055,3.75,4,10,0,3,2,3,2,0,3
37.71500015258789,3.375,2.1,5,0,3,1,2,2,0,3
43.29249954223633,3.75,3.3,12,1,3,1,3,2,1,3
48.57499885559082,2.25,2.6,8,1,3,2,3,1,0,2
41.45750045776367,3.25,2.8,7,0,3,2,2,2,0,2
37.25749969482422,1.5,2.3,10,1,3,1,2,4,0,3
46.34999942779541,1.75,3,11,1,3,1,3,2,0,3
65.39000129699707,3.875,3.8,11,0,1,2,4,2,0,3
55.51750087738037,3.125,2.5,11,1,1,1,1,1,0,3
61.817501068115234,3.625,3,11,1,1,2,3,2,0,3
62.09749984741211,3.875,3.3,12,1,4,2,4,1,0,3
54.92250061035156,4,4,9,1,4,1,3,1,0,3
43.5024995803833,3.375,3,7,0,4,3,3,2,0,3
54.45750045776367,3.25,3.5,14,2,4,2,3,2,1,3
65.32999992370605,3.875,3.3,15,2,4,2,4,2,1,3
60.53749942779541,3.625,4,15,1,4,1,4,1,0,3
58.105000495910645,3.25,2,11,1,1,2,2,1,0,3
58.202500343322754,3.5,3.3,11,2,1,2,3,1,0,3
56.91250038146973,3.5,3,9,2,1,2,4,1,0,2
53.80749988555908,3.5,3.3,13,1,1,2,4,2,0,3
68.17249870300293,3.5,3.3,12,2,1,2,3,2,0,3
45.045000076293945,2,2.8,10,1,1,2,3,2,0,1
60.052499771118164,2.875,2.8,8,0,1,3,3,1,0,2
52.34250068664551,3.5,3.3,11,1,1,2,3,1,0,2
56.94749927520752,2.75,2.8,11,1,1,2,2,1,0,3
49.46500015258789,3.125,3,9,0,1,1,1,1,0,3
48.052499771118164,3.5,3.3,12,1,1,3,3,3,0,3
56.142499923706055,2.75,3.3,10,1,1,1,3,1,1,3
52.36999988555908,2.75,3,11,1,1,3,2,1,1,2
43.55249881744385,3.125,2,10,1,1,2,2,1,0,3
46.75,2.125,4,10,0,1,1,2,1,0,3
43.63499927520752,2.375,3,8,1,1,2,4,2,0,2
63.88750171661377,3.375,3,10,2,1,2,3,2,0,3
62.10499858856201,2.875,3.8,10,2,1,1,3,1,0,3
59.86249923706055,3.125,3.3,12,1,1,1,4,1,0,3
41.742499351501465,2.375,2.8,12,1,1,1,2,2,1,3
40.6899995803833,3.25,3.5,6,0,1,1,1,1,0,2
53.22749900817871,3.5,3.5,8,0,1,2,3,2,1,3
57.127501487731934,3.375,3.5,12,2,1,1,3,1,0,3
48.36249923706055,3,2.8,9,0,1,1,3,1,0,3
52.214999198913574,3,3.3,11,1,1,2,3,1,0,3
60.1850004196167,3.25,2.5,11,1,1,2,3,1,0,1
61.91250038146973,3.125,3.5,11,2,1,2,4,2,0,2
56.78749942779541,3.125,2.8,9,1,1,2,3,2,0,3
57.327500343322754,3.875,4,13,2,1,1,4,1,0,3
60.25500011444092,3.25,3.5,9,1,1,1,4,1,1,3
50.672499656677246,3.375,3.5,10,1,1,1,4,1,0,2
53.36499881744385,3.125,3.5,11,1,1,2,2,2,0,3
64.55749988555908,3.375,3.3,9,0,1,2,2,1,0,3
64.24499988555908,3.375,3.3,7,1,1,3,3,2,0,3
44.55000019073486,2.875,2.8,7,0,1,2,3,2,0,3
41.11250019073486,2.625,2.1,5,0,1,2,2,1,1,1
36.089999198913574,1.625,2.3,5,0,1,2,2,2,2,1
62.34250068664551,3.125,3.5,10,0,1,1,4,2,0,2
42.32499980926514,2.5,2,10,1,1,2,2,2,0,2
58.77499961853027,3.125,3,9,1,1,2,4,2,0,3
42.992499351501465,2.5,3,11,0,1,2,3,2,0,1
53.94999980926514,2.625,3.3,9,0,1,1,2,1,1,3
72.6825008392334,4,4,12,1,1,4,2,3,0,3
49.34499931335449,2.75,3.3,13,1,1,2,2,2,1,2
66.14749908447266,3.5,4,9,1,1,2,3,2,0,3
51.882500648498535,1.375,1.3,11,1,1,2,3,2,1,2
54.99749946594238,2.5,2.3,11,1,1,2,3,2,0,2
37.8725004196167,2.25,2,12,1,1,2,4,2,0,3
49.8700008392334,3,3,12,1,1,2,4,2,0,3
58.43499946594238,2.75,3.3,12,1,1,2,3,1,0,2
66.68250179290771,4,4,11,1,1,1,4,1,0,3
53.61000061035156,4,4,10,1,1,2,4,2,1,3
36.83500003814697,2,2.5,11,1,1,1,1,1,2,1
63.79500102996826,3,3.5,11,1,1,2,3,2,0,2
68.40750026702881,4,3.8,13,2,1,1,3,1,0,3
62.45749855041504,3.125,3.5,11,1,1,2,2,2,0,3
49.90499973297119,1.25,2.8,14,1,1,2,2,2,2,2
53.86250019073486,1.25,2.5,11,1,1,1,4,1,1,2
67.6525011062622,3.75,4,11,2,1,2,3,2,0,3
42.88749980926514,2.875,2.8,7,1,1,1,3,2,1,1
49.34500026702881,3.375,2,8,1,1,2,3,1,0,1
48.739999771118164,2.75,2.5,5,1,1,2,3,1,2,3
53.202500343322754,3.25,3.3,13,1,1,2,4,1,0,3
56.97500038146973,2.875,2.8,15,0,1,2,3,2,1,3
52.67500019073486,3.125,3,6,1,1,2,4,2,2,3
50.12249946594238,1.5,3,3,1,1,2,4,1,0,3
56.56750011444092,3,2.5,10,0,1,2,2,2,0,3
45.66749954223633,1.75,1.8,6,0,1,2,1,1,1,2
42.83749961853027,2,3.3,12,1,1,3,3,2,1,3
39.157501220703125,2.875,2.3,7,1,1,1,3,1,2,3
44.66250038146973,2.5,2.5,10,1,1,3,2,2,1,3
44.124999046325684,2.5,2.3,14,1,1,1,1,1,0,1
46.00749969482422,1.75,3,12,1,1,2,2,2,0,2
44.109999656677246,3,3.3,12,2,1,1,4,2,0,3
65.22250080108643,2.625,2.8,11,1,1,2,3,2,0,2
65.69250106811523,4,4,12,1,1,1,3,1,1,2
63.597500801086426,3.625,4,13,1,1,3,4,1,0,3
57.297499656677246,3,3.5,13,1,1,2,3,2,0,2
61.6924991607666,3.625,4,11,2,1,2,2,2,0,2
45.98749923706055,2.75,3.8,7,0,1,2,3,2,0,1
43.76250076293945,2.75,3,4,0,1,1,1,3,0,2
42.84000015258789,3.125,2.5,11,1,1,1,2,2,1,3
43.672499656677246,2.5,3.3,8,0,1,1,4,1,0,3
60.8050012588501,2.875,3.8,12,1,1,2,3,2,0,2
61.50250053405762,4,3.5,11,0,1,2,2,2,0,2
57.322500228881836,3.25,3,11,1,1,1,4,1,0,3
46.47499942779541,2.625,3,12,1,1,1,3,2,0,3
42.1850004196167,3.5,2.5,7,0,1,1,2,2,1,3
54.459999084472656,3.375,3.5,12,1,1,3,2,2,0,3
48.45499897003174,3.25,2.8,8,0,1,2,3,2,0,1
38.46750068664551,2.75,3,11,0,1,2,2,2,0,3
58.24250030517578,3.5,2.5,7,1,1,1,3,1,0,3
48.204999923706055,2.625,3,9,0,1,2,4,2,1,1
50.017499923706055,2.875,3.8,7,1,1,2,3,2,0,3
38.97999954223633,2,1,4,1,1,2,3,2,0,1
48.58500003814697,2,2.8,5,0,1,2,3,2,0,3
51.75,3.25,3.5,8,1,1,1,3,1,0,3
60.269999504089355,4,4,9,2,1,3,3,2,0,3
47.67250061035156,1.625,2.5,12,1,1,2,3,1,0,3
53.6200008392334,2.875,2.8,13,1,1,1,2,3,1,3
50.9375,3.125,2.5,6,0,1,2,3,2,0,3
37.15499973297119,1.25,1.3,10,1,1,1,3,1,2,1
66.41250038146973,2.5,3,10,0,1,2,4,1,0,2
41.385000228881836,2.375,2.5,11,0,1,3,3,3,1,2
65.22749996185303,3.625,3.8,12,2,1,2,4,1,0,3
45.89750003814697,2.875,3,10,0,1,2,3,2,0,2
56.097500801086426,3.375,3.5,10,1,1,2,3,4,0,2
50.927499771118164,1.875,3,7,1,1,1,3,2,0,2
53.05999946594238,3.5,3.5,14,1,1,1,3,2,0,2
49.05749988555908,2.75,2.5,12,2,1,2,2,1,0,3
57.67750072479248,1.75,3,7,1,1,2,1,1,0,2
47.74749946594238,3.625,3.8,10,0,1,1,2,1,0,2
45.52750015258789,2.625,3.3,11,1,1,2,2,1,0,3
56.99749946594238,2.375,2.3,11,1,1,2,4,1,1,2
65.15750026702881,4,4,14,2,1,2,2,2,0,3
50.02500057220459,2.125,2.5,11,1,1,1,3,1,0,2
51.41499996185303,3.25,3.3,12,1,1,1,4,1,1,3
45.6274995803833,2.5,2.3,13,1,1,1,2,2,2,1
60.21000099182129,2.625,2.8,12,2,1,2,2,2,1,2
63.190001487731934,3.375,3.5,13,2,1,2,2,2,0,3
54.29750061035156,2,2.3,10,1,1,2,4,1,1,3
49.47749996185303,2.625,2.8,10,1,1,2,4,2,0,3
59.44000053405762,3.625,3.8,11,2,1,2,1,1,0,3
43.80999946594238,2.25,2.5,12,1,1,2,3,2,0,2
43.89750099182129,2,2.5,6,0,1,2,4,2,0,2
60.03750133514404,3.875,3.8,12,2,1,2,4,2,0,3
48.672499656677246,3.125,3,7,1,1,2,3,3,0,2
69.15499877929688,3.75,4,13,2,1,2,3,1,0,3
63.827500343322754,3.75,3,12,1,1,2,3,2,0,3
41.1899995803833,2.875,2.5,11,1,1,1,2,1,2,2
52.85499954223633,3.25,3,7,0,1,2,3,2,0,2
62.30000019073486,3.25,2.8,10,1,1,1,4,1,0,2
56.820000648498535,3.625,2.5,10,0,1,2,2,2,0,1
64.875,3.5,3.8,10,1,1,1,3,1,0,3
50.072500228881836,0.5,2.3,10,0,1,2,3,1,1,1
37.53750038146973,3.375,2.4,10,1,1,1,1,1,2,2
51.422499656677246,3.75,3.8,5,0,1,2,4,2,0,2
47.51250076293945,3.5,3.8,7,1,1,2,4,1,0,2
45.74250030517578,2.875,2.5,7,0,1,2,3,2,1,3
59.53750038146973,3.5,3.3,12,2,1,3,1,2,0,3
54.982500076293945,3.375,3.5,13,1,1,2,3,1,0,3
69.98499870300293,3.625,4,12,1,1,2,2,2,0,2
73.9900016784668,3.75,4,12,1,1,1,4,1,0,1
52.964999198913574,3.125,3.5,10,1,1,2,4,2,0,3
57.22000026702881,2,3.3,11,1,1,2,2,2,1,3
53.84499931335449,2.75,2.3,10,1,1,3,2,2,0,2
49.99250030517578,2.25,3.3,7,1,1,2,3,2,0,2
41.41499996185303,2.75,2.5,12,0,1,2,4,1,0,3
62.24499988555908,3.625,3.3,12,1,1,2,3,2,0,3
44.2549991607666,2.5,1.8,10,1,1,2,2,2,2,2
65.5275011062622,3.625,3.8,9,1,1,2,3,1,0,2
47.98750019073486,3.5,3.8,11,1,1,1,2,1,0,3
54.47999954223633,2.5,1.8,10,2,1,1,2,1,1,3
55.50749969482422,1.75,2.5,11,1,1,1,2,2,2,2
52.75500011444092,2.625,2.5,12,1,1,2,3,2,0,3
53.91749954223633,2.375,2.8,6,1,1,2,2,2,0,2
63.07499980926514,3.625,3.8,12,1,1,2,3,2,0,3
50.920000076293945,2.5,2.5,6,0,1,2,1,2,1,1
58.56999969482422,2.625,2.5,9,0,1,2,2,2,0,2
52.28999996185303,3.375,3,11,1,1,2,3,2,0,2
58.84000110626221,3.125,2.8,13,2,1,3,2,2,1,3
48.51499938964844,2.25,2.4,12,1,1,2,4,2,1,2
64.22000026702881,3.25,3.5,13,2,1,2,3,2,0,2
56.21500015258789,2.875,2.8,12,0,1,2,2,2,0,3
71.67749977111816,4,4,11,1,1,1,4,1,0,3
64.33499908447266,3.375,4,11,1,1,2,4,1,0,2
40.1825008392334,3.25,3.3,7,0,1,2,3,1,0,3
68.31750202178955,3.5,3.8,12,1,1,2,3,1,0,3
40.984999656677246,3.25,2.4,12,1,1,1,1,1,0,3
52.72000026702881,3.375,4,12,1,1,2,3,1,1,2
57.59249973297119,2.875,3,9,1,1,2,4,1,0,3
51.0600004196167,3.75,3.5,10,0,1,2,3,2,0,2
40.92750072479248,2.125,1.5,5,0,1,2,1,2,1,3
39.6850004196167,3.125,2,10,0,1,2,2,2,0,2
64.24249935150146,3.625,3.5,13,2,1,2,2,2,1,1
61.48749923706055,3.5,3.5,9,1,1,2,3,2,0,2
58.579999923706055,3.375,2.8,10,0,1,2,3,2,0,2
60.30749988555908,3.25,3.5,12,2,1,1,3,1,1,3
43.242499351501465,1.875,2,12,1,1,1,3,1,2,2
51.16499996185303,3.125,4,10,2,1,2,3,2,0,2
53.27750015258789,3.25,2.3,7,0,1,2,3,2,0,3
57.510000228881836,2.75,3,11,1,1,2,3,2,0,3
56.982500076293945,2.75,3,12,1,1,2,3,2,1,3
70.95500183105469,4,4,12,2,1,2,3,2,0,3
48.88999938964844,3.375,2.5,10,0,1,3,2,3,1,2
45.652499198913574,2.5,2.3,10,1,1,2,3,2,0,3
68.79749965667725,1.875,2.8,11,1,1,2,2,3,2,1
53.69000053405762,2.625,1.6,11,1,1,3,3,2,0,3
37.322500228881836,1.625,3.3,7,0,1,3,2,2,0,3
55.195000648498535,2.625,2.8,9,2,1,1,2,2,0,2
45.40999889373779,2,3.3,10,1,4,2,3,2,0,3
46.96249961853027,1.75,2.5,10,1,4,1,3,1,0,3
52.927499771118164,3.25,3.5,11,1,4,1,4,2,0,2
38.22499942779541,3.25,3.8,10,1,4,1,4,2,0,2
42.80749988555908,2,3,10,1,4,3,3,3,0,2
50.33749961853027,2.25,2.5,9,1,4,1,3,2,0,3
58.85249900817871,3.625,4,12,1,4,2,3,2,0,2
48.21750068664551,3,3.3,9,1,4,1,3,1,0,3
54.63000011444092,4,4,11,1,4,1,4,1,1,3
53.14750003814697,4,3.5,11,1,4,2,3,1,0,1
55.83500003814697,3,3.8,8,0,4,1,3,1,0,2
36.527499198913574,2.5,3,3,1,4,2,2,2,1,2
65.26999950408936,4,4,10,2,4,2,4,1,0,3
46.28499984741211,2.5,1.8,7,0,4,2,3,2,1,2
51.614999771118164,3,2.6,8,0,4,2,3,2,0,3
42.3149995803833,3.125,3.3,11,1,4,1,3,2,1,2
62.53500175476074,3.75,3.8,11,2,4,2,3,3,0,3
43.59749984741211,1.5,2.3,9,1,4,1,2,1,0,1
52.082499504089355,3.5,4,5,1,4,2,4,2,0,1
58.22249984741211,3.625,3.8,9,1,4,2,3,2,0,3
53.57500076293945,3.375,3.3,11,1,4,2,3,2,1,3
56.885000228881836,3.5,3.8,13,1,4,1,4,2,0,2
48.082499504089355,2.125,3.5,10,1,4,2,3,3,0,1
43.73750019073486,3.25,3,8,0,4,2,3,2,0,2
50.59250068664551,1.375,3.8,5,1,4,1,4,1,2,3
51.079999923706055,3.375,3.5,10,1,4,2,3,3,0,2
60.570000648498535,3,3.3,10,1,4,2,4,2,0,3
67.69500064849854,3.75,3.3,14,2,4,3,3,2,0,2
62.855000495910645,3.5,2.3,10,0,4,2,3,1,1,2
57.96000003814697,2.75,3,12,1,4,1,3,1,0,2
38.46000003814697,2.5,3.5,10,1,4,1,4,1,1,3
59.94750118255615,3,3.5,12,2,4,1,4,1,0,3
52.519999504089355,3.5,3.8,9,0,4,1,3,2,0,3
49.019999504089355,2,1.5,8,1,4,2,3,2,1,3
58.832499504089355,3.5,3,12,1,4,2,3,2,0,2
45.802499771118164,3.5,3,5,0,4,2,3,1,0,3
47.579999923706055,3.5,3.5,10,1,4,1,4,1,0,3
47.397499084472656,3.25,3.3,6,1,4,1,2,1,0,3
47.20750045776367,2.25,2.3,6,1,4,2,3,2,0,2
47.875,2.25,3,11,2,4,1,4,1,0,3
52.47749996185303,2.25,2.8,8,1,4,2,4,2,0,2
50.25999927520752,1.875,2.8,7,1,4,1,2,1,0,3
38.117499351501465,2.375,2.5,10,0,4,2,1,2,0,3
44.644999504089355,1.75,2.3,11,0,4,1,2,1,0,3
48.61000061035156,3,2.8,10,1,4,2,3,1,2,3
44.11500072479248,2,2.1,9,1,4,2,3,2,0,3
44.12750053405762,1.375,3.3,10,1,4,1,3,2,1,3
64.6125020980835,3.125,3.3,11,2,4,2,3,1,1,3
52.33750057220459,1.625,3.5,11,1,4,1,4,1,0,3
41.452500343322754,1.5,3.3,8,0,4,1,1,1,1,3
55.08250045776367,2.75,3.3,11,1,4,2,3,2,0,3
55.15749931335449,3,2.8,11,1,4,2,2,2,0,2
37.489999771118164,2.25,3,9,0,4,1,4,1,1,2
42.552499771118164,3,2.3,11,1,4,1,3,2,0,3
68.89249992370605,3.375,3.5,12,2,4,2,3,1,1,2
71.13500022888184,3.375,3.5,14,2,4,2,3,2,0,3
66.29250049591064,2.625,2.8,10,1,4,2,2,2,2,1
52.795000076293945,3,3.3,7,0,4,2,3,2,0,3
47.1850004196167,3,2.8,11,1,4,2,1,3,0,1
59.397499084472656,2.875,2.5,11,1,4,2,3,2,1,3
39.13249969482422,3.25,3.5,10,2,4,1,3,4,0,1
56.46250057220459,3.625,3.5,10,1,4,1,3,1,0,3
60.632500648498535,3.375,4,8,1,4,2,3,1,0,2
37.5,1.625,1.6,8,0,4,1,2,3,0,2
70.97750091552734,3.75,3.8,10,0,4,1,2,2,1,3
46.11250019073486,3.25,2.8,10,1,4,2,2,2,0,3
42.77250099182129,1.5,1.3,8,0,4,2,1,2,2,1
58.59500026702881,3.375,3.8,11,1,4,1,3,2,0,3
65.36500072479248,3.75,4,12,1,4,2,3,1,0,3
37.44250011444092,1.5,1.5,9,0,2,2,2,2,0,2
65.50000095367432,3.875,4,8,1,2,1,2,1,0,2
67.96749973297119,3.625,4,15,2,2,2,3,2,0,3
56.48500061035156,3.5,4,14,1,2,2,4,1,0,3
52.01249980926514,2.75,3.3,14,2,2,1,4,1,0,3
59.52999973297119,2.75,2.3,13,2,2,1,3,1,1,3
62.22249889373779,4,4,11,1,2,2,3,2,0,3
66.16000175476074,4,4,13,1,2,1,4,1,0,3
54.327500343322754,3.25,3.5,10,0,2,2,2,1,0,2
43.727500915527344,2.5,2.8,11,0,2,2,1,2,0,3
69.70750045776367,3.5,2.8,11,1,2,3,3,1,0,3
44.59500026702881,2.375,3,9,0,2,2,2,1,0,3
51.92250061035156,3.75,3.3,10,1,2,1,3,1,0,3
39.62249946594238,2.5,2.5,11,1,2,2,2,3,1,3
55.20750045776367,3,3,11,0,2,2,3,2,1,3
66.6299991607666,3.625,4,12,1,2,2,3,1,0,3
46.30000019073486,3.75,3.5,3,0,2,2,2,2,1,1
50.072500228881836,2.5,2.7,11,1,2,2,4,3,0,2
55.25500011444092,2.25,2.5,10,1,2,2,3,1,1,3
61.19749927520752,4,4,11,1,2,1,2,2,0,3
60.515000343322754,4,3.3,11,1,2,2,3,1,1,3
64.33749961853027,3.5,4,8,1,2,2,3,1,0,3
40.39250087738037,2.125,2.3,7,0,2,2,3,1,0,1
41.31750011444092,2.625,2,8,1,2,1,4,2,0,2
50.734999656677246,3.625,3.8,11,1,2,2,2,1,0,3
54.08749866485596,2.375,2.8,12,1,2,2,3,2,1,2
36.80999946594238,3.25,2,8,0,2,3,2,3,0,2
51.562499046325684,4,4,12,1,2,1,3,1,1,3
68.44250106811523,3.75,3.8,12,0,2,2,2,2,0,3
51.92499923706055,3.75,3.3,11,1,2,2,3,2,0,3
50.09500026702881,3.625,3,14,1,2,2,4,1,0,3
57.41750144958496,3.375,3.5,9,1,2,2,4,2,0,2
58.17000102996826,3.125,3.3,11,1,2,2,4,2,0,3
45.34000015258789,2.375,3,11,1,2,1,4,2,0,2
46.30249881744385,2.125,2.8,12,0,2,1,3,1,0,3
62.109999656677246,3.125,2.5,11,1,2,2,3,1,2,3
62.47000026702881,2.375,2.5,10,2,2,2,3,2,0,2
47.640000343322754,2.625,2.3,10,1,2,2,3,2,1,2
44.76749897003174,1.25,2.5,6,1,2,4,1,4,0,3
55.435001373291016,1.5,3,4,0,2,1,3,1,0,3
45.31999969482422,1.375,0.5,9,1,2,1,2,2,0,1
55.632500648498535,3.625,3.5,11,0,2,2,4,2,0,2
40.78749942779541,2.375,2,9,0,2,2,3,2,1,3
49.732500076293945,2.75,2.3,5,0,2,2,3,1,0,3
61.60749912261963,3.75,3.5,10,1,2,2,3,2,0,3
52.73749923706055,2.5,4,10,0,2,2,3,1,0,3
55.78499984741211,3.625,4,9,1,2,1,3,2,0,2
44.74499988555908,2,2.5,11,1,2,4,4,1,1,3
42.157501220703125,2.625,1.8,11,1,2,3,4,1,1,3
52.65250015258789,3.625,3.3,9,1,2,2,3,2,0,3
57.135000228881836,3.625,3.8,9,0,2,1,4,1,1,3
45.882500648498535,3,3.8,10,0,2,2,2,2,1,3
37.86000061035156,1.5,1.6,8,1,2,1,3,1,1,3
57.47249984741211,3.125,3,10,1,2,2,3,2,1,3
46.53250026702881,2.25,2,8,1,2,3,1,2,0,3
42.51499938964844,2.125,2.8,13,1,2,1,4,1,0,2
46.3149995803833,2.625,2,11,1,2,2,3,2,1,2
51.0649995803833,3.25,2.3,8,1,2,2,3,1,0,3
58.08249855041504,2.875,3.3,10,1,2,2,3,2,0,3
52.170000076293945,1.625,1.8,11,1,2,4,1,4,1,1
48.19500160217285,2.5,2.3,7,1,2,2,2,1,0,2
54.0049991607666,3.25,2.8,11,0,2,1,1,1,2,2
63.250000953674316,4,4,14,1,2,3,4,2,0,3
52.83500003814697,1.25,2.3,11,1,2,1,3,1,0,3
44.302499771118164,3,3.3,13,1,2,3,2,2,2,3
57.247498512268066,3.5,2.3,9,1,2,2,3,2,0,3
55.77999973297119,3.25,3.5,11,1,2,2,2,1,0,3
48.36999988555908,3.125,3,10,1,2,2,3,2,0,2
58.079999923706055,3.75,4,8,1,2,1,3,2,0,3
53.73250102996826,2.25,3.3,8,0,2,2,3,2,0,3
60.7475004196167,3.25,3.8,12,2,2,2,3,2,0,1
52.010000228881836,2,1.1,9,1,2,2,3,2,1,3
55.72000026702881,3.25,3,11,2,2,2,3,2,0,3
42.357500076293945,2,2.3,10,1,2,1,1,1,1,3
57.109999656677246,3.5,3.5,11,1,2,1,2,2,0,2
48.77000045776367,2.5,2.3,8,0,2,2,3,1,0,3
51.21249961853027,2.5,2.3,11,2,2,2,2,2,0,3
45.12750053405762,1.5,2.8,11,1,2,2,3,2,1,1
59.85750102996826,4,4,7,1,2,2,4,1,2,3
41.90000057220459,2.625,2.5,11,0,2,2,2,2,0,1
65.09249877929688,4,4,10,1,2,1,3,2,0,3
48.38749980926514,3,1.8,10,1,2,2,2,2,1,2
53.22499942779541,2.5,2.5,9,0,2,2,3,2,0,3
72.36749839782715,4,4,11,1,2,2,3,2,0,3
62.285000801086426,3.75,3.5,9,1,2,2,4,2,0,3
70.2450008392334,4,3.8,12,2,2,2,4,2,0,3
64.60500144958496,3.375,3.8,10,0,2,1,4,1,0,3
60.41250038146973,3.25,2.8,8,1,2,2,3,2,1,3
45.27499961853027,3.625,3.5,11,1,2,2,3,2,0,2
67.76750087738037,3.75,3.5,11,2,2,2,3,2,0,2
37.40999937057495,2.125,2.3,13,1,3,1,2,1,1,3
54.859999656677246,3.75,4,11,1,3,2,3,2,0,3
53.52500057220459,3,3,9,1,3,2,2,1,0,2
40.6274995803833,2.5,1.5,11,1,3,2,3,2,1,3
53.22749996185303,3.625,3.8,13,2,3,1,2,1,0,3
59.83749961853027,2,2.3,14,2,3,2,3,2,0,3
59.4975004196167,3,2.5,15,1,3,2,2,2,1,2
58.614999771118164,3.25,3.5,12,1,3,2,4,2,0,1
37.30749988555908,3.375,3.3,12,1,3,1,2,1,1,1
54.0625,2.875,4,12,1,3,2,2,2,0,3
52.2524995803833,3.375,2,9,0,3,2,4,1,0,2
45.21249961853027,2.875,3.3,10,1,3,4,1,3,0,3
63.25500011444092,4,3.8,10,1,3,2,4,1,0,3
43.869998931884766,2.25,3.8,11,1,3,2,3,1,1,3
60.88749980926514,2.75,2.8,11,1,3,1,2,1,1,3
41.42750072479248,3.625,3.3,12,1,3,2,3,1,0,2
62.65999984741211,3.125,3.5,14,1,1,1,3,2,2,2
60.0674991607666,3,3,14,2,1,3,3,4,0,2
58.570000648498535,2.875,3.3,14,2,4,3,3,2,0,3
61.13999938964844,3.375,3,12,1,4,2,3,2,0,2
68.19750022888184,4,4,12,1,4,2,3,2,0,3
62.2450008392334,3.875,3.5,14,2,4,2,3,2,1,2
69.82999992370605,3.5,3.8,14,2,4,2,2,1,0,3
66.5625,3.25,3.3,15,1,4,1,4,3,0,2
50.7524995803833,3.25,3.5,14,2,4,2,3,2,0,3
70.86750030517578,3,3,14,1,4,2,3,2,0,3
50.38999938964844,3.625,4,14,1,4,1,4,1,0,3
58.5649995803833,3.125,3.3,15,2,4,2,4,1,0,3
